STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,PRT,Portugal,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,14.2390105603207,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,PRT,Portugal,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,14.2576886391437,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,PRT,Portugal,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2024,,16.3257182624214,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,PRT,Portugal,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2023,,15.7576119823377,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2021,,4.59065934533542,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2020,,4.69008444474229,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2005,,2.24265002572119,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2004,,2.32582518817925,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2003,,2.44670404751226,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2002,,2.54830184481909,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2001,,2.5021310951004,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2000,,2.77707521764822,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2019,,4.29988523847566,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2018,,4.18204084838033,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2017,,3.96287857418147,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2016,,4.14740671913887,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2015,,3.9065469747447,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2014,,3.75478594892536,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,D62S13,Social benefits other than social transfers in kind,_T,Total,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2013,,3.7116001812271,,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,S13,General government,_Z,Not applicable,N,Non-consolidated,D,Expenditure,D62,Social benefits other than social transfers in kind,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
