variable,year,value
ESDE_imiy,2010,0.007971
ESDE_imiy,2011,0.008566
ESDE_imiy,2012,0.007715
ESDE_imiy,2013,0.007906
ESDE_imiy,2014,0.008971
ESDE_imiy,2015,0.009340
ESDE_imiy,2016,0.009149
ESDE_imiy,2017,0.009367
ESDE_imiy,2018,0.009648
ESDE_imiy,2019,0.009273
ESDE_imiy,2020,0.008914
ESDE_imiy,average,0.009613
ESFI_imcgy,1995,0.000174
ESFI_imcgy,1996,0.000147
ESFI_imcgy,1997,0.000146
ESFI_imcgy,1998,0.000157
ESFI_imcgy,1999,0.000170
ESFI_imcgy,2000,0.000200
ESFI_imcgy,2001,0.000174
ESFI_imcgy,2002,0.000167
ESFI_imcgy,2003,0.000180
ESFI_imcgy,2004,0.000170
ESFI_imcgy,2005,0.000147
ESFI_imcgy,2006,0.000144
ESFI_imcgy,2007,0.000172
ESFI_imcgy,2008,0.000145
ESFI_imcgy,2009,0.000108
ESFI_imcgy,2010,0.000107
ESFI_imcgy,2011,0.000116
ESFI_imcgy,2012,0.000101
ESFI_imcgy,2013,0.000098
ESFI_imcgy,2014,0.000096
ESFI_imcgy,2015,0.000100
ESFI_imcgy,2016,0.000088
ESFI_imcgy,2017,0.000082
ESFI_imcgy,2018,0.000091
ESFI_imcgy,2019,0.000104
ESFI_imcgy,2020,0.000103
ESFI_imcgy,average,0.000127
ESFI_imcy,1995,0.001080
ESFI_imcy,1996,0.000858
ESFI_imcy,1997,0.000890
ESFI_imcy,1998,0.000942
ESFI_imcy,1999,0.000968
ESFI_imcy,2000,0.001089
ESFI_imcy,2001,0.000975
ESFI_imcy,2002,0.000924
ESFI_imcy,2003,0.000926
ESFI_imcy,2004,0.000861
ESFI_imcy,2005,0.000738
ESFI_imcy,2006,0.000706
ESFI_imcy,2007,0.000820
ESFI_imcy,2008,0.000812
ESFI_imcy,2009,0.000532
ESFI_imcy,2010,0.000485
ESFI_imcy,2011,0.000489
ESFI_imcy,2012,0.000440
ESFI_imcy,2013,0.000448
ESFI_imcy,2014,0.000430
ESFI_imcy,2015,0.000459
ESFI_imcy,2016,0.000477
ESFI_imcy,2017,0.000454
ESFI_imcy,2018,0.000509
ESFI_imcy,2019,0.000497
ESFI_imcy,2020,0.000438
ESFI_imcy,average,0.000648
ESFI_imigy,1995,0.000021
ESFI_imigy,1996,0.000021
ESFI_imigy,1997,0.000022
ESFI_imigy,1998,0.000026
ESFI_imigy,1999,0.000030
ESFI_imigy,2000,0.000032
ESFI_imigy,2001,0.000030
ESFI_imigy,2002,0.000032
ESFI_imigy,2003,0.000038
ESFI_imigy,2004,0.000033
ESFI_imigy,2005,0.000030
ESFI_imigy,2006,0.000031
ESFI_imigy,2007,0.000040
ESFI_imigy,2008,0.000042
ESFI_imigy,2009,0.000026
ESFI_imigy,2010,0.000019
ESFI_imigy,2011,0.000017
ESFI_imigy,2012,0.000017
ESFI_imigy,2013,0.000015
ESFI_imigy,2014,0.000018
ESFI_imigy,2015,0.000015
ESFI_imigy,2016,0.000017
ESFI_imigy,2017,0.000016
ESFI_imigy,2018,0.000016
ESFI_imigy,2019,0.000023
ESFI_imigy,2020,0.000020
ESFI_imigy,average,0.000024
ESFI_imiy,1995,0.000415
ESFI_imiy,1996,0.000438
ESFI_imiy,1997,0.000460
ESFI_imiy,1998,0.000569
ESFI_imiy,1999,0.000628
ESFI_imiy,2000,0.000643
ESFI_imiy,2001,0.000545
ESFI_imiy,2002,0.000518
ESFI_imiy,2003,0.000621
ESFI_imiy,2004,0.000528
ESFI_imiy,2005,0.000481
ESFI_imiy,2006,0.000503
ESFI_imiy,2007,0.000673
ESFI_imiy,2008,0.000728
ESFI_imiy,2009,0.000389
ESFI_imiy,2010,0.000321
ESFI_imiy,2011,0.000312
ESFI_imiy,2012,0.000320
ESFI_imiy,2013,0.000320
ESFI_imiy,2014,0.000381
ESFI_imiy,2015,0.000353
ESFI_imiy,2016,0.000379
ESFI_imiy,2017,0.000354
ESFI_imiy,2018,0.000369
ESFI_imiy,2019,0.000480
ESFI_imiy,2020,0.000459
ESFI_imiy,average,0.000459
ESFR_imcgy,1995,0.001912
ESFR_imcgy,1996,0.001884
ESFR_imcgy,1997,0.002015
ESFR_imcgy,1998,0.002142
ESFR_imcgy,1999,0.002212
ESFR_imcgy,2000,0.002317
ESFR_imcgy,2001,0.002343
ESFR_imcgy,2002,0.002453
ESFR_imcgy,2003,0.002395
ESFR_imcgy,2004,0.002507
ESFR_imcgy,2005,0.002378
ESFR_imcgy,2006,0.002285
ESFR_imcgy,2007,0.002127
ESFR_imcgy,2008,0.001894
ESFR_imcgy,2009,0.002007
ESFR_imcgy,2010,0.001874
ESFR_imcgy,2011,0.002270
ESFR_imcgy,2012,0.002311
ESFR_imcgy,2013,0.002072
ESFR_imcgy,2014,0.002163
ESFR_imcgy,2015,0.001981
ESFR_imcgy,2016,0.001896
ESFR_imcgy,2017,0.001912
ESFR_imcgy,2018,0.002026
ESFR_imcgy,2019,0.002147
ESFR_imcgy,2020,0.002132
ESFR_imcgy,average,0.002128
ESFR_imcy,1995,0.018423
ESFR_imcy,1996,0.018689
ESFR_imcy,1997,0.019849
ESFR_imcy,1998,0.021620
ESFR_imcy,1999,0.022156
ESFR_imcy,2000,0.021490
ESFR_imcy,2001,0.021070
ESFR_imcy,2002,0.020216
ESFR_imcy,2003,0.019349
ESFR_imcy,2004,0.018827
ESFR_imcy,2005,0.018566
ESFR_imcy,2006,0.017285
ESFR_imcy,2007,0.016482
ESFR_imcy,2008,0.014444
ESFR_imcy,2009,0.012615
ESFR_imcy,2010,0.012885
ESFR_imcy,2011,0.014139
ESFR_imcy,2012,0.014297
ESFR_imcy,2013,0.014491
ESFR_imcy,2014,0.015352
ESFR_imcy,2015,0.014794
ESFR_imcy,2016,0.014375
ESFR_imcy,2017,0.014869
ESFR_imcy,2018,0.015790
ESFR_imcy,2019,0.015411
ESFR_imcy,2020,0.012516
ESFR_imcy,average,0.016132
ESFR_imigy,1995,0.000346
ESFR_imigy,1996,0.000352
ESFR_imigy,1997,0.000400
ESFR_imigy,1998,0.000438
ESFR_imigy,1999,0.000475
ESFR_imigy,2000,0.000574
ESFR_imigy,2001,0.000584
ESFR_imigy,2002,0.000595
ESFR_imigy,2003,0.000595
ESFR_imigy,2004,0.000611
ESFR_imigy,2005,0.000615
ESFR_imigy,2006,0.000583
ESFR_imigy,2007,0.000546
ESFR_imigy,2008,0.000471
ESFR_imigy,2009,0.000340
ESFR_imigy,2010,0.000329
ESFR_imigy,2011,0.000329
ESFR_imigy,2012,0.000313
ESFR_imigy,2013,0.000292
ESFR_imigy,2014,0.000314
ESFR_imigy,2015,0.000301
ESFR_imigy,2016,0.000302
ESFR_imigy,2017,0.000306
ESFR_imigy,2018,0.000324
ESFR_imigy,2019,0.000310
ESFR_imigy,2020,0.000270
ESFR_imigy,average,0.000404
ESFR_imiy,1995,0.006901
ESFR_imiy,1996,0.007350
ESFR_imiy,1997,0.008405
ESFR_imiy,1998,0.009529
ESFR_imiy,1999,0.009807
ESFR_imiy,2000,0.011582
ESFR_imiy,2001,0.010489
ESFR_imiy,2002,0.009738
ESFR_imiy,2003,0.009678
ESFR_imiy,2004,0.009771
ESFR_imiy,2005,0.009782
ESFR_imiy,2006,0.009343
ESFR_imiy,2007,0.009119
ESFR_imiy,2008,0.008177
ESFR_imiy,2009,0.005026
ESFR_imiy,2010,0.005597
ESFR_imiy,2011,0.005990
ESFR_imiy,2012,0.005906
ESFR_imiy,2013,0.006179
ESFR_imiy,2014,0.006695
ESFR_imiy,2015,0.006988
ESFR_imiy,2016,0.006757
ESFR_imiy,2017,0.006888
ESFR_imiy,2018,0.007246
ESFR_imiy,2019,0.006432
ESFR_imiy,2020,0.006213
ESFR_imiy,average,0.007595
ESGR_imcgy,1995,0.000021
ESGR_imcgy,1996,0.000029
ESGR_imcgy,1997,0.000036
ESGR_imcgy,1998,0.000026
ESGR_imcgy,1999,0.000028
ESGR_imcgy,2000,0.000033
ESGR_imcgy,2001,0.000033
ESGR_imcgy,2002,0.000030
ESGR_imcgy,2003,0.000050
ESGR_imcgy,2004,0.000031
ESGR_imcgy,2005,0.000039
ESGR_imcgy,2006,0.000041
ESGR_imcgy,2007,0.000061
ESGR_imcgy,2008,0.000039
ESGR_imcgy,2009,0.000056
ESGR_imcgy,2010,0.000073
ESGR_imcgy,2011,0.000064
ESGR_imcgy,2012,0.000071
ESGR_imcgy,2013,0.000068
ESGR_imcgy,2014,0.000042
ESGR_imcgy,2015,0.000041
ESGR_imcgy,2016,0.000045
ESGR_imcgy,2017,0.000051
ESGR_imcgy,2018,0.000063
ESGR_imcgy,2019,0.000062
ESGR_imcgy,2020,0.000056
ESGR_imcgy,average,0.000049
ESGR_imcy,1995,0.000497
ESGR_imcy,1996,0.000485
ESGR_imcy,1997,0.000400
ESGR_imcy,1998,0.000335
ESGR_imcy,1999,0.000400
ESGR_imcy,2000,0.000448
ESGR_imcy,2001,0.000465
ESGR_imcy,2002,0.000421
ESGR_imcy,2003,0.000430
ESGR_imcy,2004,0.000394
ESGR_imcy,2005,0.000446
ESGR_imcy,2006,0.000456
ESGR_imcy,2007,0.000560
ESGR_imcy,2008,0.000321
ESGR_imcy,2009,0.000287
ESGR_imcy,2010,0.000396
ESGR_imcy,2011,0.000384
ESGR_imcy,2012,0.000618
ESGR_imcy,2013,0.000658
ESGR_imcy,2014,0.000370
ESGR_imcy,2015,0.000402
ESGR_imcy,2016,0.000389
ESGR_imcy,2017,0.000347
ESGR_imcy,2018,0.000496
ESGR_imcy,2019,0.000482
ESGR_imcy,2020,0.000373
ESGR_imcy,average,0.000433
ESGR_imigy,1995,0.000004
ESGR_imigy,1996,0.000004
ESGR_imigy,1997,0.000004
ESGR_imigy,1998,0.000003
ESGR_imigy,1999,0.000004
ESGR_imigy,2000,0.000006
ESGR_imigy,2001,0.000007
ESGR_imigy,2002,0.000007
ESGR_imigy,2003,0.000008
ESGR_imigy,2004,0.000009
ESGR_imigy,2005,0.000009
ESGR_imigy,2006,0.000011
ESGR_imigy,2007,0.000011
ESGR_imigy,2008,0.000007
ESGR_imigy,2009,0.000005
ESGR_imigy,2010,0.000005
ESGR_imigy,2011,0.000004
ESGR_imigy,2012,0.000004
ESGR_imigy,2013,0.000004
ESGR_imigy,2014,0.000003
ESGR_imigy,2015,0.000004
ESGR_imigy,2016,0.000003
ESGR_imigy,2017,0.000003
ESGR_imigy,2018,0.000004
ESGR_imigy,2019,0.000004
ESGR_imigy,2020,0.000004
ESGR_imigy,average,0.000005
ESGR_imiy,1995,0.000087
ESGR_imiy,1996,0.000083
ESGR_imiy,1997,0.000080
ESGR_imiy,1998,0.000072
ESGR_imiy,1999,0.000081
ESGR_imiy,2000,0.000115
ESGR_imiy,2001,0.000130
ESGR_imiy,2002,0.000116
ESGR_imiy,2003,0.000128
ESGR_imiy,2004,0.000146
ESGR_imiy,2005,0.000150
ESGR_imiy,2006,0.000175
ESGR_imiy,2007,0.000189
ESGR_imiy,2008,0.000113
ESGR_imiy,2009,0.000073
ESGR_imiy,2010,0.000088
ESGR_imiy,2011,0.000077
ESGR_imiy,2012,0.000084
ESGR_imiy,2013,0.000083
ESGR_imiy,2014,0.000070
ESGR_imiy,2015,0.000086
ESGR_imiy,2016,0.000071
ESGR_imiy,2017,0.000065
ESGR_imiy,2018,0.000085
ESGR_imiy,2019,0.000085
ESGR_imiy,2020,0.000094
ESGR_imiy,average,0.000102
ESIT_imcgy,1995,0.001340
ESIT_imcgy,1996,0.001365
ESIT_imcgy,1997,0.001504
ESIT_imcgy,1998,0.001485
ESIT_imcgy,1999,0.001363
ESIT_imcgy,2000,0.001363
ESIT_imcgy,2001,0.001494
ESIT_imcgy,2002,0.001555
ESIT_imcgy,2003,0.001545
ESIT_imcgy,2004,0.001640
ESIT_imcgy,2005,0.001663
ESIT_imcgy,2006,0.001527
ESIT_imcgy,2007,0.001617
ESIT_imcgy,2008,0.001403
ESIT_imcgy,2009,0.001298
ESIT_imcgy,2010,0.001372
ESIT_imcgy,2011,0.001320
ESIT_imcgy,2012,0.001175
ESIT_imcgy,2013,0.001065
ESIT_imcgy,2014,0.001061
ESIT_imcgy,2015,0.001028
ESIT_imcgy,2016,0.000997
ESIT_imcgy,2017,0.001040
ESIT_imcgy,2018,0.001081
ESIT_imcgy,2019,0.001093
ESIT_imcgy,2020,0.001116
ESIT_imcgy,average,0.001306
ESIT_imcy,1995,0.010409
ESIT_imcy,1996,0.010685
ESIT_imcy,1997,0.011343
ESIT_imcy,1998,0.011916
ESIT_imcy,1999,0.011769
ESIT_imcy,2000,0.011940
ESIT_imcy,2001,0.012242
ESIT_imcy,2002,0.011645
ESIT_imcy,2003,0.011709
ESIT_imcy,2004,0.012128
ESIT_imcy,2005,0.011692
ESIT_imcy,2006,0.011538
ESIT_imcy,2007,0.012202
ESIT_imcy,2008,0.010458
ESIT_imcy,2009,0.008432
ESIT_imcy,2010,0.008873
ESIT_imcy,2011,0.008273
ESIT_imcy,2012,0.007638
ESIT_imcy,2013,0.007071
ESIT_imcy,2014,0.007243
ESIT_imcy,2015,0.007570
ESIT_imcy,2016,0.007944
ESIT_imcy,2017,0.008425
ESIT_imcy,2018,0.008384
ESIT_imcy,2019,0.007800
ESIT_imcy,2020,0.006777
ESIT_imcy,average,0.009507
ESIT_imigy,1995,0.000263
ESIT_imigy,1996,0.000266
ESIT_imigy,1997,0.000286
ESIT_imigy,1998,0.000320
ESIT_imigy,1999,0.000331
ESIT_imigy,2000,0.000372
ESIT_imigy,2001,0.000397
ESIT_imigy,2002,0.000394
ESIT_imigy,2003,0.000407
ESIT_imigy,2004,0.000451
ESIT_imigy,2005,0.000453
ESIT_imigy,2006,0.000449
ESIT_imigy,2007,0.000465
ESIT_imigy,2008,0.000371
ESIT_imigy,2009,0.000277
ESIT_imigy,2010,0.000253
ESIT_imigy,2011,0.000236
ESIT_imigy,2012,0.000216
ESIT_imigy,2013,0.000184
ESIT_imigy,2014,0.000196
ESIT_imigy,2015,0.000191
ESIT_imigy,2016,0.000188
ESIT_imigy,2017,0.000192
ESIT_imigy,2018,0.000206
ESIT_imigy,2019,0.000224
ESIT_imigy,2020,0.000200
ESIT_imigy,average,0.000289
ESIT_imiy,1995,0.005251
ESIT_imiy,1996,0.005568
ESIT_imiy,1997,0.006012
ESIT_imiy,1998,0.006968
ESIT_imiy,1999,0.006836
ESIT_imiy,2000,0.007513
ESIT_imiy,2001,0.007138
ESIT_imiy,2002,0.006449
ESIT_imiy,2003,0.006625
ESIT_imiy,2004,0.007207
ESIT_imiy,2005,0.007203
ESIT_imiy,2006,0.007196
ESIT_imiy,2007,0.007761
ESIT_imiy,2008,0.006442
ESIT_imiy,2009,0.004101
ESIT_imiy,2010,0.004306
ESIT_imiy,2011,0.004298
ESIT_imiy,2012,0.004083
ESIT_imiy,2013,0.003897
ESIT_imiy,2014,0.004170
ESIT_imiy,2015,0.004444
ESIT_imiy,2016,0.004208
ESIT_imiy,2017,0.004329
ESIT_imiy,2018,0.004622
ESIT_imiy,2019,0.004646
ESIT_imiy,2020,0.004592
ESIT_imiy,average,0.005430
ESNL_imcgy,1995,0.000551
ESNL_imcgy,1996,0.000507
ESNL_imcgy,1997,0.000473
ESNL_imcgy,1998,0.000510
ESNL_imcgy,1999,0.000536
ESNL_imcgy,2000,0.000571
ESNL_imcgy,2001,0.000545
ESNL_imcgy,2002,0.000549
ESNL_imcgy,2003,0.000588
ESNL_imcgy,2004,0.000596
ESNL_imcgy,2005,0.000651
ESNL_imcgy,2006,0.000618
ESNL_imcgy,2007,0.000607
ESNL_imcgy,2008,0.000562
ESNL_imcgy,2009,0.000615
ESNL_imcgy,2010,0.000632
ESNL_imcgy,2011,0.000586
ESNL_imcgy,2012,0.000612
ESNL_imcgy,2013,0.000558
ESNL_imcgy,2014,0.000582
ESNL_imcgy,2015,0.000646
ESNL_imcgy,2016,0.000627
ESNL_imcgy,2017,0.000627
ESNL_imcgy,2018,0.000658
ESNL_imcgy,2019,0.000733
ESNL_imcgy,2020,0.000740
ESNL_imcgy,average,0.000607
ESNL_imcy,1995,0.005211
ESNL_imcy,1996,0.004587
ESNL_imcy,1997,0.004596
ESNL_imcy,1998,0.004727
ESNL_imcy,1999,0.004962
ESNL_imcy,2000,0.004671
ESNL_imcy,2001,0.004622
ESNL_imcy,2002,0.004672
ESNL_imcy,2003,0.004708
ESNL_imcy,2004,0.004523
ESNL_imcy,2005,0.004414
ESNL_imcy,2006,0.004130
ESNL_imcy,2007,0.004047
ESNL_imcy,2008,0.003637
ESNL_imcy,2009,0.003702
ESNL_imcy,2010,0.003460
ESNL_imcy,2011,0.003375
ESNL_imcy,2012,0.003760
ESNL_imcy,2013,0.003484
ESNL_imcy,2014,0.003675
ESNL_imcy,2015,0.004110
ESNL_imcy,2016,0.004150
ESNL_imcy,2017,0.004222
ESNL_imcy,2018,0.004212
ESNL_imcy,2019,0.004302
ESNL_imcy,2020,0.003914
ESNL_imcy,average,0.004096
ESNL_imigy,1995,0.000079
ESNL_imigy,1996,0.000069
ESNL_imigy,1997,0.000074
ESNL_imigy,1998,0.000078
ESNL_imigy,1999,0.000092
ESNL_imigy,2000,0.000104
ESNL_imigy,2001,0.000108
ESNL_imigy,2002,0.000116
ESNL_imigy,2003,0.000123
ESNL_imigy,2004,0.000119
ESNL_imigy,2005,0.000131
ESNL_imigy,2006,0.000134
ESNL_imigy,2007,0.000120
ESNL_imigy,2008,0.000109
ESNL_imigy,2009,0.000112
ESNL_imigy,2010,0.000093
ESNL_imigy,2011,0.000079
ESNL_imigy,2012,0.000080
ESNL_imigy,2013,0.000069
ESNL_imigy,2014,0.000072
ESNL_imigy,2015,0.000079
ESNL_imigy,2016,0.000078
ESNL_imigy,2017,0.000075
ESNL_imigy,2018,0.000080
ESNL_imigy,2019,0.000090
ESNL_imigy,2020,0.000075
ESNL_imigy,average,0.000094
ESNL_imiy,1995,0.001575
ESNL_imiy,1996,0.001440
ESNL_imiy,1997,0.001545
ESNL_imiy,1998,0.001694
ESNL_imiy,1999,0.001894
ESNL_imiy,2000,0.002097
ESNL_imiy,2001,0.001932
ESNL_imiy,2002,0.001896
ESNL_imiy,2003,0.002005
ESNL_imiy,2004,0.001898
ESNL_imiy,2005,0.002083
ESNL_imiy,2006,0.002140
ESNL_imiy,2007,0.001997
ESNL_imiy,2008,0.001893
ESNL_imiy,2009,0.001660
ESNL_imiy,2010,0.001581
ESNL_imiy,2011,0.001443
ESNL_imiy,2012,0.001504
ESNL_imiy,2013,0.001455
ESNL_imiy,2014,0.001539
ESNL_imiy,2015,0.001840
ESNL_imiy,2016,0.001747
ESNL_imiy,2017,0.001688
ESNL_imiy,2018,0.001793
ESNL_imiy,2019,0.001875
ESNL_imiy,2020,0.001720
ESNL_imiy,average,0.001763
ESPT_imcgy,1995,0.000319
ESPT_imcgy,1996,0.000295
ESPT_imcgy,1997,0.000283
ESPT_imcgy,1998,0.000303
ESPT_imcgy,1999,0.000322
ESPT_imcgy,2000,0.000391
ESPT_imcgy,2001,0.000379
ESPT_imcgy,2002,0.000397
ESPT_imcgy,2003,0.000427
ESPT_imcgy,2004,0.000468
ESPT_imcgy,2005,0.000474
ESPT_imcgy,2006,0.000484
ESPT_imcgy,2007,0.000505
ESPT_imcgy,2008,0.000488
ESPT_imcgy,2009,0.000478
ESPT_imcgy,2010,0.000542
ESPT_imcgy,2011,0.000608
ESPT_imcgy,2012,0.000527
ESPT_imcgy,2013,0.000592
ESPT_imcgy,2014,0.000564
ESPT_imcgy,2015,0.000533
ESPT_imcgy,2016,0.000545
ESPT_imcgy,2017,0.000558
ESPT_imcgy,2018,0.000583
ESPT_imcgy,2019,0.000618
ESPT_imcgy,2020,0.000643
ESPT_imcgy,average,0.000502
ESPT_imcy,1995,0.003885
ESPT_imcy,1996,0.003924
ESPT_imcy,1997,0.003938
ESPT_imcy,1998,0.004127
ESPT_imcy,1999,0.004248
ESPT_imcy,2000,0.004467
ESPT_imcy,2001,0.004425
ESPT_imcy,2002,0.004638
ESPT_imcy,2003,0.004715
ESPT_imcy,2004,0.004957
ESPT_imcy,2005,0.004946
ESPT_imcy,2006,0.004923
ESPT_imcy,2007,0.004781
ESPT_imcy,2008,0.004497
ESPT_imcy,2009,0.004296
ESPT_imcy,2010,0.004681
ESPT_imcy,2011,0.005293
ESPT_imcy,2012,0.004810
ESPT_imcy,2013,0.005565
ESPT_imcy,2014,0.005471
ESPT_imcy,2015,0.005580
ESPT_imcy,2016,0.005691
ESPT_imcy,2017,0.005707
ESPT_imcy,2018,0.005878
ESPT_imcy,2019,0.005577
ESPT_imcy,2020,0.004819
ESPT_imcy,average,0.004951
ESPT_imigy,1995,0.000061
ESPT_imigy,1996,0.000060
ESPT_imigy,1997,0.000062
ESPT_imigy,1998,0.000065
ESPT_imigy,1999,0.000077
ESPT_imigy,2000,0.000085
ESPT_imigy,2001,0.000093
ESPT_imigy,2002,0.000107
ESPT_imigy,2003,0.000121
ESPT_imigy,2004,0.000127
ESPT_imigy,2005,0.000133
ESPT_imigy,2006,0.000141
ESPT_imigy,2007,0.000130
ESPT_imigy,2008,0.000120
ESPT_imigy,2009,0.000100
ESPT_imigy,2010,0.000096
ESPT_imigy,2011,0.000096
ESPT_imigy,2012,0.000078
ESPT_imigy,2013,0.000073
ESPT_imigy,2014,0.000078
ESPT_imigy,2015,0.000072
ESPT_imigy,2016,0.000077
ESPT_imigy,2017,0.000077
ESPT_imigy,2018,0.000087
ESPT_imigy,2019,0.000094
ESPT_imigy,2020,0.000090
ESPT_imigy,average,0.000095
ESPT_imiy,1995,0.001222
ESPT_imiy,1996,0.001263
ESPT_imiy,1997,0.001302
ESPT_imiy,1998,0.001420
ESPT_imiy,1999,0.001582
ESPT_imiy,2000,0.001718
ESPT_imiy,2001,0.001670
ESPT_imiy,2002,0.001745
ESPT_imiy,2003,0.001965
ESPT_imiy,2004,0.002035
ESPT_imiy,2005,0.002108
ESPT_imiy,2006,0.002264
ESPT_imiy,2007,0.002171
ESPT_imiy,2008,0.002079
ESPT_imiy,2009,0.001480
ESPT_imiy,2010,0.001628
ESPT_imiy,2011,0.001738
ESPT_imiy,2012,0.001478
ESPT_imiy,2013,0.001538
ESPT_imiy,2014,0.001664
ESPT_imiy,2015,0.001671
ESPT_imiy,2016,0.001730
ESPT_imiy,2017,0.001743
ESPT_imiy,2018,0.001948
ESPT_imiy,2019,0.001943
ESPT_imiy,2020,0.002069
ESPT_imiy,average,0.001784
ESRA_imcgy,1995,0.000273
ESRA_imcgy,1996,0.000260
ESRA_imcgy,1997,0.000396
ESRA_imcgy,1998,0.000524
ESRA_imcgy,1999,0.000617
ESRA_imcgy,2000,0.000678
ESRA_imcgy,2001,0.000655
ESRA_imcgy,2002,0.000626
ESRA_imcgy,2003,0.000637
ESRA_imcgy,2004,0.000734
ESRA_imcgy,2005,0.000831
ESRA_imcgy,2006,0.000863
ESRA_imcgy,2007,0.000998
ESRA_imcgy,2008,0.001076
ESRA_imcgy,2009,0.001463
ESRA_imcgy,2010,0.001237
ESRA_imcgy,2011,0.001044
ESRA_imcgy,2012,0.001001
ESRA_imcgy,2013,0.001271
ESRA_imcgy,2014,0.001390
ESRA_imcgy,2015,0.001640
ESRA_imcgy,2016,0.001279
ESRA_imcgy,2017,0.001054
ESRA_imcgy,2018,0.001152
ESRA_imcgy,2019,0.001135
ESRA_imcgy,2020,0.001346
ESRA_imcgy,average,0.001020
ESRA_imcy,1995,0.001779
ESRA_imcy,1996,0.001721
ESRA_imcy,1997,0.002385
ESRA_imcy,1998,0.002792
ESRA_imcy,1999,0.002887
ESRA_imcy,2000,0.003357
ESRA_imcy,2001,0.003296
ESRA_imcy,2002,0.003089
ESRA_imcy,2003,0.003176
ESRA_imcy,2004,0.003616
ESRA_imcy,2005,0.004011
ESRA_imcy,2006,0.004284
ESRA_imcy,2007,0.004145
ESRA_imcy,2008,0.003812
ESRA_imcy,2009,0.004071
ESRA_imcy,2010,0.004094
ESRA_imcy,2011,0.003637
ESRA_imcy,2012,0.003627
ESRA_imcy,2013,0.003639
ESRA_imcy,2014,0.003984
ESRA_imcy,2015,0.004825
ESRA_imcy,2016,0.004501
ESRA_imcy,2017,0.004521
ESRA_imcy,2018,0.004429
ESRA_imcy,2019,0.004566
ESRA_imcy,2020,0.005220
ESRA_imcy,average,0.003867
ESRA_imigy,1995,0.000033
ESRA_imigy,1996,0.000031
ESRA_imigy,1997,0.000039
ESRA_imigy,1998,0.000049
ESRA_imigy,1999,0.000062
ESRA_imigy,2000,0.000079
ESRA_imigy,2001,0.000083
ESRA_imigy,2002,0.000088
ESRA_imigy,2003,0.000089
ESRA_imigy,2004,0.000101
ESRA_imigy,2005,0.000120
ESRA_imigy,2006,0.000139
ESRA_imigy,2007,0.000119
ESRA_imigy,2008,0.000120
ESRA_imigy,2009,0.000129
ESRA_imigy,2010,0.000113
ESRA_imigy,2011,0.000097
ESRA_imigy,2012,0.000095
ESRA_imigy,2013,0.000092
ESRA_imigy,2014,0.000101
ESRA_imigy,2015,0.000113
ESRA_imigy,2016,0.000126
ESRA_imigy,2017,0.000136
ESRA_imigy,2018,0.000151
ESRA_imigy,2019,0.000178
ESRA_imigy,2020,0.000177
ESRA_imigy,average,0.000114
ESRA_imiy,1995,0.000655
ESRA_imiy,1996,0.000643
ESRA_imiy,1997,0.000828
ESRA_imiy,1998,0.001061
ESRA_imiy,1999,0.001275
ESRA_imiy,2000,0.001598
ESRA_imiy,2001,0.001500
ESRA_imiy,2002,0.001440
ESRA_imiy,2003,0.001446
ESRA_imiy,2004,0.001623
ESRA_imiy,2005,0.001904
ESRA_imiy,2006,0.002222
ESRA_imiy,2007,0.001981
ESRA_imiy,2008,0.002078
ESRA_imiy,2009,0.001908
ESRA_imiy,2010,0.001930
ESRA_imiy,2011,0.001766
ESRA_imiy,2012,0.001793
ESRA_imiy,2013,0.001955
ESRA_imiy,2014,0.002147
ESRA_imiy,2015,0.002613
ESRA_imiy,2016,0.002817
ESRA_imiy,2017,0.003052
ESRA_imiy,2018,0.003383
ESRA_imiy,2019,0.003695
ESRA_imiy,2020,0.004071
ESRA_imiy,average,0.002139
ESRU_imcgy,1995,0.000596
ESRU_imcgy,1996,0.000619
ESRU_imcgy,1997,0.000662
ESRU_imcgy,1998,0.000661
ESRU_imcgy,1999,0.000873
ESRU_imcgy,2000,0.000761
ESRU_imcgy,2001,0.000783
ESRU_imcgy,2002,0.000845
ESRU_imcgy,2003,0.000974
ESRU_imcgy,2004,0.000873
ESRU_imcgy,2005,0.000922
ESRU_imcgy,2006,0.000940
ESRU_imcgy,2007,0.001038
ESRU_imcgy,2008,0.000938
ESRU_imcgy,2009,0.000976
ESRU_imcgy,2010,0.001137
ESRU_imcgy,2011,0.001086
ESRU_imcgy,2012,0.000976
ESRU_imcgy,2013,0.001043
ESRU_imcgy,2014,0.001293
ESRU_imcgy,2015,0.001247
ESRU_imcgy,2016,0.001303
ESRU_imcgy,2017,0.001311
ESRU_imcgy,2018,0.001104
ESRU_imcgy,2019,0.001242
ESRU_imcgy,2020,0.001397
ESRU_imcgy,average,0.001033
ESRU_imcy,1995,0.003968
ESRU_imcy,1996,0.003909
ESRU_imcy,1997,0.004033
ESRU_imcy,1998,0.004228
ESRU_imcy,1999,0.004954
ESRU_imcy,2000,0.004764
ESRU_imcy,2001,0.004767
ESRU_imcy,2002,0.004949
ESRU_imcy,2003,0.005089
ESRU_imcy,2004,0.005507
ESRU_imcy,2005,0.005632
ESRU_imcy,2006,0.006017
ESRU_imcy,2007,0.006234
ESRU_imcy,2008,0.005588
ESRU_imcy,2009,0.005634
ESRU_imcy,2010,0.006006
ESRU_imcy,2011,0.005687
