,AT,BE,FI,FR,DE,GR,IT,NL,PT,ES,US,RA,RU,RW
trybar,0.2226153846153846,0.23015384615384615,0.20041935483870968,0.24080769230769228,0.24234615384615382,0.1853846153846154,0.20238461538461536,0.2042307692307692,0.1657307692307692,0.16284615384615386,0.13908388055705037,0.13874009969314324,0.14802220595435212,0.09991199521242367
