,AT,BE,FI,FR,DE,GR,IT,NL,PT,ES,US,RA,RU,RW
bytarget,2.914925856168963,4.23266415838788,2.063943262250671,3.1210786647254753,2.6180430826602605,5.459011746164862,4.780709321394262,2.2808674307838936,3.615097767810214,2.809652215027863,3.332823639521247,1.8879731159366184,1.6543535922404187,2.877235539508178
