,AT_imcgy,AT_imcy,BE_imcgy,BE_imcy,DE_imcgy,DE_imcy,ES_imcgy,ES_imcy,FI_imcgy,FI_imcy,FR_imcgy,FR_imcy,GR_imcgy,GR_imcy,IT_imcgy,IT_imcy,NL_imcgy,NL_imcy,PT_imcgy,PT_imcy,RA_imcgy,RA_imcy,RU_imcgy,RU_imcy,RW_imcgy,RW_imcy,US_imcgy,US_imcy,RA_imiy,RA_imigy,AT_imiy,AT_imigy,BE_imiy,BE_imigy,ES_imiy,ES_imigy,FI_imiy,FI_imigy,FR_imiy,FR_imigy,GR_imiy,GR_imigy,IT_imiy,IT_imigy,NL_imiy,NL_imigy,PT_imiy,PT_imigy,DE_imiy,DE_imigy,RU_imiy,RU_imigy,RW_imiy,RW_imigy,US_imiy,US_imigy
Share,0.11789689181522715,0.2964633085215222,0.14524175017899402,0.3406909407769866,0.08524702548323598,0.23696689452376843,0.09575794874355342,0.20928487851725217,0.11357483107311227,0.25113063958932363,0.07736245474229496,0.23035881681899795,0.11245107288080544,0.22741040042571847,0.0729609941010473,0.20611624845073453,0.10931883228194131,0.29972748661578985,0.09377975647811743,0.2686561548074645,0.15981247235267834,0.36760639938258566,0.10449937396620015,0.2567429105502575,0.03892990306677541,0.0919061497700507,0.05005336003611556,0.11587980807867802,0.4900909286910268,0.1598124723526786,0.3743339452544199,0.11789689181522744,0.40728161619913456,0.14524175017899357,0.26442561820747656,0.0957579487435534,0.3235943695460589,0.1135748310731123,0.2490566580297126,0.07736245474229503,0.33223585965352465,0.11245107288080546,0.244412733493927,0.07296099410104723,0.35322755909585596,0.10931883228194127,0.3412587242070918,0.09377975647811757,0.26838585218699273,0.08524702548323596,0.35253870796808556,0.10449937396620013,0.12814877064325272,0.03892990306677541,0.17970399764390224,0.05005336003611551
